possession_status,availability_starts_from,floor_no,commercial,developer,approved_authority_name,units_available,price,price_english,flooring_type,electricity_status,maintenance_type,maintenance_charges,booking_amount,landmark,covered_area,project_name,sqft_price,carpet_area,area_name,property_uniqueness,unit_of_carpet_area,society,ownership_type,furnished_type,bathroom,parking,facing,amenities_facing,transaction_type,floor_data,type_of_property,city,bedroom,data_referred_from,floors,water_status,luxury_flat,covered_area_1,carpet_area_unit,isprimelocationproperty,tenants_preference,location,property,covarea_unit,isluxuryserviceprovided,property_lifespan,balconies,rera,power_back_up,lift,rain_water_harvesting,club_house,swimming_pool,gymnasium,park,parking_1,security,water_storage,private_terrace_garden,vaastu_compliant,service_goods_lift,air_conditioned,visitor_parking,intercom_facility,maintenance_staff,waste_disposal,laundry_service,internet_wi_fi_connectivity,dth_television_facility,ro_water_system,banquet_hall,bar_lounge,cafeteria_food_court,conference_room,piped_gas,jogging_and_strolling_track,outdoor_tennis_courts,mansion,downtown,skyline_view,wrap_around_balcony,island_kitchen_layout,full_glass_wall,house_help_accommodation,concierge_services,garden_view,marble_flooring,well_furnished,modular_kitchen,helipad,private_pool,private_jaccuzi,mini_cinema_theatre,golf_course,infinity_swimming_pool,pool_with_temperature_control,sea_facing,skydeck,earth_quake_resistant,theme_based_architectures,health_club_with_steam_jaccuzi,large_clubhouse,large_open_space,fingerprint_access,grand_entrance_lobby,private_garage,fireplace,wine_cellar,sky_villa,water_front,hilltop,smart_home,barbeque_space,kids_play_area,library,puja_room,study,servant_room,store,aerobics_room,canopy_walk,coffee_lounge_restaurants,dance_studio,event_space_amphitheatre,flower_gardens,guest_accommodation,indoor_squash_badminton_courts,kids_play_area,kids_play_pool_with_water_slides,library_and_business_centre,meditation_area,multipurpose_courts,recreational_pool,rentable_communipfty_space,retail_boulevard_retail_shops,cycling_jogging_track,fire_fighting_equipment,aesthetically_designed_landscape_garden,possession_by,nri_pref,land_area_covered_area,land_area_unit,pantry_type,price_per_sqft
5,6,34,0,59,6,4.0,2160000.0,112,41,1,0,500.0,100000.0,53,500.0,85,4500.0,480.0,11,25,1,1,1,2,1.0,0,0,1,0,264,0,3,1.0,2,3.0,2,0,500.0,1,0,0,13,0,1,0.0,4,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,4500.0
5,6,11,0,59,6,4.0,2500000.0,117,41,1,0,1500.0,100000.0,89,635.0,85,3937.0,567.0,11,1,1,0,1,1,1.0,0,0,4,1,118,0,3,1.0,2,4.0,2,0,635.0,1,0,0,13,0,1,0.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,4409.171075837742
5,6,11,0,59,6,4.0,2300000.0,115,41,1,0,1500.0,100000.0,89,525.0,85,4381.0,567.0,11,1,1,0,1,1,1.0,0,0,4,1,118,0,3,1.0,2,4.0,2,0,525.0,1,0,0,13,0,1,0.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,4056.4373897707233
5,6,34,0,59,6,4.0,3500000.0,158,41,1,0,1500.0,100000.0,89,521.0,85,6718.0,380.0,11,1,1,0,1,1,1.0,0,0,5,1,268,0,3,1.0,2,7.0,2,0,521.0,1,0,0,13,0,1,0.0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,9210.526315789473
5,6,11,0,59,2,4.0,2300000.0,115,41,1,0,700.0,100000.0,218,565.0,85,4071.0,450.0,11,1,1,0,1,2,1.0,0,0,4,1,119,0,3,1.0,2,5.0,2,0,565.0,1,0,0,13,0,1,0.0,4,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,5111.111111111111
5,6,22,0,59,6,4.0,2000000.0,110,41,1,0,1500.0,100000.0,89,450.0,85,4444.0,567.0,15,1,1,0,1,2,1.0,2,0,4,1,168,0,3,1.0,2,5.0,2,0,450.0,1,0,0,18,0,1,0.0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,3527.336860670194
5,6,11,0,59,6,4.0,3900000.0,169,41,1,0,1500.0,100000.0,89,710.5,85,9024.0,745.0,11,1,1,0,1,2,1.0,0,0,4,1,117,0,3,2.0,2,3.0,2,0,710.5,1,0,0,13,1,1,0.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,5234.89932885906
5,6,22,0,84,1,4.0,2300000.0,115,41,1,0,1500.0,100000.0,47,350.0,128,6571.0,245.0,11,25,1,0,0,2,1.0,0,1,4,0,166,0,3,1.0,2,3.0,2,0,350.0,1,0,0,13,0,1,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,9387.755102040815
5,6,27,0,59,4,4.0,3500000.0,158,41,1,0,800.0,0.0,242,725.0,85,4828.0,680.0,11,1,1,0,1,2,1.0,0,0,4,1,186,1,3,2.0,2,4.0,2,0,725.0,1,0,0,13,1,1,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,5147.058823529412
5,6,31,0,20,6,4.0,4000000.0,182,41,1,0,1500.0,100000.0,89,952.0,109,4202.0,567.0,11,1,1,0,1,2,2.0,0,0,1,0,233,0,3,2.0,2,7.0,2,0,952.0,1,0,0,13,1,1,0.0,5,3.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1500.0,12850.0,,7054.673721340388
5,6,11,0,78,6,4.0,6400000.0,226,41,1,0,1500.0,100000.0,89,900.0,123,7111.0,567.0,11,1,1,0,1,2,2.0,0,0,4,1,111,0,3,2.0,2,17.0,2,0,900.0,1,0,0,13,1,1,0.0,5,2.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1500.0,12850.0,,11287.47795414462
5,6,22,0,93,6,4.0,5000000.0,210,41,1,0,1500.0,100000.0,134,610.0,161,8197.0,567.0,11,1,1,0,1,2,1.0,0,0,4,1,167,0,3,1.0,2,4.0,2,0,610.0,1,0,0,13,0,1,0.0,5,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,8818.342151675484
5,6,33,0,45,6,4.0,5800000.0,220,41,1,0,1500.0,100000.0,192,1321.0,112,4391.0,567.0,5,1,1,0,0,0,2.0,0,0,9,1,260,0,3,2.0,2,9.0,2,0,1321.0,1,0,0,5,1,1,0.0,2,2.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,10229.276895943563
5,6,27,0,59,6,4.0,2400000.0,116,41,1,0,1500.0,100000.0,89,500.0,85,4800.0,567.0,11,1,1,0,1,2,1.0,0,0,4,1,186,0,3,1.0,2,4.0,2,0,500.0,1,0,0,13,0,1,0.0,4,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,4232.804232804233
5,6,27,0,59,6,4.0,4500000.0,195,41,1,0,700.0,100000.0,89,875.0,85,5143.0,567.0,11,1,1,0,0,2,1.0,0,0,5,1,186,1,3,2.0,2,4.0,2,0,875.0,1,0,0,13,1,1,0.0,2,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,7936.507936507936
5,6,31,0,89,6,4.0,3000000.0,145,41,1,0,1500.0,100000.0,89,585.0,107,5128.0,567.0,11,1,1,0,0,2,1.0,0,0,4,1,233,0,3,1.0,2,7.0,2,0,585.0,1,1,0,13,0,1,0.0,4,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1500.0,12850.0,,5291.005291005291
5,6,27,0,59,6,4.0,1250000.0,62,41,1,0,1000.0,100000.0,89,353.0,85,3541.0,275.0,11,25,1,1,0,2,1.0,0,7,4,0,186,0,3,1.0,2,4.0,2,0,353.0,1,1,0,13,0,1,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,4545.454545454545
5,6,34,0,59,6,4.0,1600000.0,70,39,1,0,1500.0,100000.0,14,280.0,85,5714.0,215.0,11,1,1,0,0,2,1.0,2,2,4,1,261,0,3,1.0,2,2.0,2,0,280.0,1,1,0,13,0,1,0.0,2,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1500.0,12850.0,,7441.860465116279
5,6,29,0,59,2,2.0,4000000.0,182,41,1,0,1100.0,100000.0,89,668.0,85,5988.0,567.0,20,1,1,0,1,2,1.0,5,0,4,1,209,0,1,1.0,2,7.0,2,0,668.0,1,1,0,23,0,1,0.0,5,2.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,7054.673721340388
5,6,32,0,59,6,4.0,3800000.0,168,41,1,0,1500.0,100000.0,89,420.0,85,9048.0,567.0,11,1,1,0,1,2,2.0,0,2,1,1,243,0,3,1.0,2,22.0,2,0,420.0,1,1,0,13,0,1,0.0,5,2.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1500.0,12850.0,,6701.940035273368
5,6,11,0,59,6,4.0,6000000.0,223,41,1,0,1500.0,100000.0,89,550.0,85,10909.0,567.0,11,1,1,0,0,2,1.0,0,0,5,1,117,0,3,2.0,2,3.0,2,0,550.0,1,1,0,13,1,1,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,10582.010582010582
5,6,30,0,41,6,4.0,6000000.0,223,41,1,0,1500.0,100000.0,106,725.0,65,8276.0,567.0,11,1,1,0,0,1,2.0,0,4,5,1,216,0,3,1.0,2,16.0,2,0,725.0,1,1,0,13,0,1,0.0,2,3.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1500.0,12850.0,,10582.010582010582
5,6,11,0,59,6,4.0,2000000.0,110,41,1,0,500.0,100000.0,151,460.0,85,4348.0,330.0,11,1,1,1,1,2,1.0,0,0,5,0,118,0,3,1.0,2,4.0,2,0,460.0,1,1,0,13,0,1,0.0,4,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,6060.606060606061
5,6,30,0,59,2,4.0,4300000.0,189,42,1,0,1500.0,100000.0,115,665.0,85,6466.0,540.0,15,1,1,0,1,1,1.0,2,0,4,1,221,0,3,2.0,2,7.0,2,0,665.0,1,1,0,18,1,1,0.0,4,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,7962.962962962963
5,6,11,0,39,2,4.0,3700000.0,166,41,1,0,1000.0,100000.0,213,550.0,9,6727.0,400.0,11,1,1,0,1,1,1.0,0,0,1,1,117,0,3,1.0,2,3.0,2,0,550.0,1,1,0,13,0,1,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1500.0,12850.0,,9250.0
